ID_country|ISO_country|NAME_country|NAME_PRINT_country|ISO3_country|CODE_country|NAME_ESP_country|id_city|region_id|name_place|short_name_place|slug_place|group_id_place|province_id_place|group_slug_place|latitude|longitude|country_host_id_place|
130|MX|MEXICO|Mexico|MEX|484|Mexico|286474|203611|Angostura|Angostura|angostura|152|204153|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286475|203611|Choix|Choix|choix|152|206620|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286476|203611|Cosalá|Cosalá|cosala|152|205132|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286477|203611|Culiacán Rosales|Culiacán Rosales|culiacan-rosales|152|205286|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286478|203611|Aguaruto|Aguaruto|aguaruto|152|205286|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286479|203611|Quila|Quila|quila|152|205286|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286480|203611|La Cruz|La Cruz|la-cruz|152|207014|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286481|203611|Escuinapa de Hidalgo|Escuinapa de Hidalgo|escuinapa-de-hidalgo|152|207193|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286482|203611|Guasave|Guasave|guasave|152|207912|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286483|203611|Mazatlán|Mazatlán|mazatlan|152|208573|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286484|203611|Villa Unión|Villa Unión|villa-union|152|208573|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286485|203611|Mocorito|Mocorito|mocorito|152|209172|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286486|203611|Navolato|Navolato|navolato|152|211135|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286487|203611|Lic. Benito Juárez (Campo Gobierno)|Lic. Benito Juárez (Campo Gobierno)|lic-benito-juarez-campo-gobierno|152|211135|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286488|203611|El rosario|El rosario|el-rosario-22a06ef6-215c-41e0-a755-12f0a63ec830|152|209552|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286489|203611|Guamúchil|Guamúchil|guamuchil|152|209952|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286490|203611|Sinaloa de Leyva|Sinaloa de Leyva|sinaloa-de-leyva|152|210475|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286491|203611|Estación Naranjo|Estación Naranjo|estacion-naranjo|152|210475|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286492|211609|Agua Prieta|Agua Prieta|agua-prieta|152|211637|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286493|211609|Heroica Caborca|Heroica Caborca|heroica-caborca|152|214026|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286494|211609|Ciudad Obregón|Ciudad Obregón|ciudad-obregon|152|214608|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286495|211609|Heroica Ciudad de Cananea|Heroica Ciudad de Cananea|heroica-ciudad-de-cananea|152|216274|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286496|211609|Empalme|Empalme|empalme|152|217158|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286497|211609|Sonoita|Sonoita|sonoita|152|226756|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286498|211609|Heroica Guaymas|Heroica Guaymas|heroica-guaymas|152|217867|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286499|211609|Hermosillo|Hermosillo|hermosillo|152|218440|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286500|211609|Huatabampo|Huatabampo|huatabampo|152|219925|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286501|211609|Magdalena de Kino|Magdalena de Kino|magdalena-de-kino|152|220428|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286502|211609|Navojoa|Navojoa|navojoa|152|221428|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286503|211609|Heroica Nogales|Heroica Nogales|heroica-nogales|152|221943|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286504|211609|Puerto Peñasco|Puerto Peñasco|puerto-penasco|152|222779|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286505|211609|San Luis Río Colorado|San Luis Río Colorado|san-luis-rio-colorado|152|223917|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286506|227404|Villahermosa|Villahermosa|villahermosa|152|228174|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286507|227404|Comalcalco|Comalcalco|comalcalco|152|228386|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286508|227404|Cunduacán|Cunduacán|cunduacan|152|228505|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286509|227404|Emiliano Zapata|Emiliano Zapata|emiliano-zapata|152|228621|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286510|227404|Huimanguillo|Huimanguillo|huimanguillo|152|228708|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286511|227404|Jalpa de Méndez|Jalpa de Méndez|jalpa-de-mendez|152|229122|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286512|227404|Macuspana|Macuspana|macuspana|152|229358|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286513|227404|Paraíso|Paraíso|paraiso|152|229655|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286514|227404|Teapa|Teapa|teapa|152|229794|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286515|227404|Tenosique de Pino Suárez|Tenosique de Pino Suárez|tenosique-de-pino-suarez|152|229852|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286516|229991|Altamira|Altamira|altamira|152|230874|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286517|229991|Ciudad Camargo|Ciudad Camargo|ciudad-camargo|152|231758|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286518|229991|Ciudad Madero|Ciudad Madero|ciudad-madero|152|232417|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286519|229991|Ciudad Mante|Ciudad Mante|ciudad-mante|152|235169|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286520|229991|González|González|gonzalez|152|232755|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286521|229991|Estación Manuel (Úrsulo Galván)|Estación Manuel (Úrsulo Galván)|estacion-manuel-ursulo-galvan|152|232755|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286522|229991|Nueva Ciudad Guerrero|Nueva Ciudad Guerrero|nueva-ciudad-guerrero|152|233682|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286523|229991|Ciudad Gustavo Díaz Ordaz|Ciudad Gustavo Díaz Ordaz|ciudad-gustavo-diaz-ordaz|152|233949|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286524|229991|Jaumave|Jaumave|jaumave|152|234425|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286525|229991|Heroica Matamoros|Heroica Matamoros|heroica-matamoros|152|235572|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286526|229991|Ciudad Miguel Alemán|Ciudad Miguel Alemán|ciudad-miguel-aleman|152|237137|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286527|229991|Nuevo Laredo|Nuevo Laredo|nuevo-laredo|152|237302|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286528|229991|Reynosa|Reynosa|reynosa|152|238042|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286529|229991|Ciudad Río Bravo|Ciudad Río Bravo|ciudad-rio-bravo|152|238753|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286530|229991|San Fernando|San Fernando|san-fernando|152|239681|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286531|229991|Soto la Marina|Soto la Marina|soto-la-marina|152|240434|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286532|229991|Tampico|Tampico|tampico|152|241163|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286533|229991|Ciudad Tula|Ciudad Tula|ciudad-tula|152|241171|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286534|229991|Valle Hermoso|Valle Hermoso|valle-hermoso|152|241337|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286535|229991|Ciudad Victoria|Ciudad Victoria|ciudad-victoria|152|241687|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286536|229991|Xicoténcatl|Xicoténcatl|xicotencatl|152|242443|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286537|242707|Apizaco|Apizaco|apizaco|152|242892|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286538|242707|Calpulalpan|Calpulalpan|calpulalpan|152|242922|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286539|242707|Chiautempan|Chiautempan|chiautempan|152|243156|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286540|242707|Huamantla|Huamantla|huamantla|152|243255|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286541|242707|Villa Vicente Guerrero|Villa Vicente Guerrero|villa-vicente-guerrero|152|243833|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286542|242707|Tlaxcala (Tlaxcala de Xicotencatl)|Tlaxcala (Tlaxcala de Xicotencatl)|tlaxcala-tlaxcala-de-xicotencatl|152|244112|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286543|244709|Acayucan|Acayucan|acayucan|152|244779|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286544|244709|Agua dulce|Agua dulce|agua-dulce|152|269089|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286545|244709|Altotonga|Altotonga|altotonga|152|245846|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286546|244709|Alvarado|Alvarado|alvarado|152|245953|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286547|244709|Paraje Nuevo|Paraje Nuevo|paraje-nuevo|152|246419|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286548|244709|Ángel R. Cabada|Ángel R. Cabada|angel-r-cabada|152|246509|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286549|244709|Atoyac|Atoyac|atoyac|152|246895|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286550|244709|General Miguel Alemán (Potrero Nuevo)|General Miguel Alemán (Potrero Nuevo)|general-miguel-aleman-potrero-nuevo|152|246895|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286551|244709|Banderilla|Banderilla|banderilla|152|247298|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286552|244709|Boca del RÍo|Boca del RÍo|boca-del-rio|152|247419|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286553|244709|Carlos A. Carrillo|Carlos A. Carrillo|carlos-a-carrillo|152|269703|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286554|244709|Catemaco|Catemaco|catemaco|152|247586|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286555|244709|Cazones de Herrera|Cazones de Herrera|cazones-de-herrera|152|247961|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286556|244709|Cerro Azul|Cerro Azul|cerro-azul|152|248050|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286557|244709|Coatepec|Coatepec|coatepec|152|248198|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286558|244709|Coatzacoalcos|Coatzacoalcos|coatzacoalcos|152|248360|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286559|244709|Coatzintla|Coatzintla|coatzintla|152|248456|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286560|244709|Córdoba|Córdoba|cordoba|152|248770|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286561|244709|Cosamaloapan|Cosamaloapan|cosamaloapan|152|248887|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286562|244709|Cosoleacaque|Cosoleacaque|cosoleacaque|152|249132|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286563|244709|Cuitláhuac|Cuitláhuac|cuitlahuac|152|249633|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286564|244709|El Higo|El Higo|el-higo|152|269187|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286565|244709|Fortín de las Flores|Fortín de las Flores|fortin-de-las-flores|152|251751|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286566|244709|Gutiérrez Zamora|Gutiérrez Zamora|gutierrez-zamora|152|251828|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286567|244709|Huatusco de Chicuellar|Huatusco de Chicuellar|huatusco-de-chicuellar|152|252099|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286568|244709|Huayacocotla|Huayacocotla|huayacocotla|152|252177|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286569|244709|Juan Díaz Covarrubias|Juan Díaz Covarrubias|juan-diaz-covarrubias|152|252287|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286570|244709|Huiloapan de Cuauhtémoc|Huiloapan de Cuauhtémoc|huiloapan-de-cuauhtemoc|152|252436|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286571|244709|Isla|Isla|isla|152|252532|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286572|244709|Ixtaczoquitlán|Ixtaczoquitlán|ixtaczoquitlan|152|253462|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286573|244709|Jáltipan de Morelos|Jáltipan de Morelos|jaltipan-de-morelos|152|253668|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286574|244709|Juan Rodríguez Clara|Juan Rodríguez Clara|juan-rodriguez-clara|152|254387|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286575|244709|José Cardel|José Cardel|jose-cardel|152|246733|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286576|244709|Las Choapas|Las Choapas|las-choapas|152|250605|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286577|244709|Lerdo de Tejada|Lerdo de Tejada|lerdo-de-tejada|152|254768|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286578|244709|Minatitlán|Minatitlán|minatitlan|152|255597|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286579|244709|Cuichapa|Cuichapa|cuichapa|152|256199|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286580|244709|Naranjos|Naranjos|naranjos|152|246300|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286581|244709|Nogales|Nogales|nogales|152|256601|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286582|244709|Orizaba|Orizaba|orizaba|152|256789|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286583|244709|Pánuco|Pánuco|panuco|152|257846|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286584|244709|Papantla de Olarte|Papantla de Olarte|papantla-de-olarte|152|258728|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286585|244709|Paso de Ovejas|Paso de Ovejas|paso-de-ovejas|152|259295|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286586|244709|Paso del Macho|Paso del Macho|paso-del-macho|152|259137|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286587|244709|Platón Sánchez|Platón Sánchez|platon-sanchez|152|259611|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286588|244709|Playa Vicente|Playa Vicente|playa-vicente|152|259777|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286589|244709|Poza Rica de Hidalgo|Poza Rica de Hidalgo|poza-rica-de-hidalgo|152|260099|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286590|244709|Río Blanco|Río Blanco|rio-blanco|152|260506|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286591|244709|San Andrés Tuxtla|San Andrés Tuxtla|san-andres-tuxtla|152|260565|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286592|244709|Sihuapan|Sihuapan|sihuapan|152|260565|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286593|244709|San Rafael|San Rafael|san-rafael|152|270045|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286594|244709|Santiago Tuxtla|Santiago Tuxtla|santiago-tuxtla|152|261138|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286595|244709|Soledad de Doblado|Soledad de Doblado|soledad-de-doblado|152|261859|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286596|244709|Tampico Alto|Tampico Alto|tampico-alto|152|262531|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286597|244709|Tantoyuca|Tantoyuca|tantoyuca|152|263046|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286598|244709|Tempoal de Sánchez|Tempoal de Sánchez|tempoal-de-sanchez|152|264478|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286599|244709|Tezonapa|Tezonapa|tezonapa|152|265686|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286600|244709|Tierra Blanca|Tierra Blanca|tierra-blanca|152|265837|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286601|244709|Tihuatlán|Tihuatlán|tihuatlan|152|266305|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286602|244709|Tlacojalpan|Tlacojalpan|tlacojalpan|152|266727|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286603|244709|Tlapacoyan|Tlapacoyan|tlapacoyan|152|267414|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286604|244709|Tres Valles|Tres Valles|tres-valles|152|269371|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286605|244709|Túxpam de Rodríguez Cano|Túxpam de Rodríguez Cano|tuxpam-de-rodriguez-cano|152|267634|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286606|244709|Veracruz|Veracruz|veracruz|152|268390|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286607|244709|Xalapa-Enríquez|Xalapa-Enríquez|xalapa-enriquez|152|253583|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286608|244709|Yecuatla|Yecuatla|yecuatla|152|268590|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286609|270287|Kanasín|Kanasín|kanasin|152|272819|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286610|270287|Mérida|Mérida|merida|152|273303|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286611|270287|Motul de Carrillo Puerto|Motul de Carrillo Puerto|motul-de-carrillo-puerto|152|273720|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286612|270287|Ticul|Ticul|ticul|152|276359|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286613|270287|Tizimín|Tizimín|tizimin|152|276771|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286614|270287|Valladolid|Valladolid|valladolid|152|278129|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286615|278739|Víctor Rosales|Víctor Rosales|victor-rosales|152|278928|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286616|278739|Ciudad Cuauhtémoc|Ciudad Cuauhtémoc|ciudad-cuauhtemoc|152|279223|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286617|278739|Fresnillo|Fresnillo|fresnillo|152|279384|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286618|278739|Jalpa|Jalpa|jalpa|152|280882|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286619|278739|Jerez de García Salinas|Jerez de García Salinas|jerez-de-garcia-salinas|152|281095|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286620|278739|Luis Moya|Luis Moya|luis-moya|152|281643|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286621|278739|Moyahua de Estrada|Moyahua de Estrada|moyahua-de-estrada|152|282613|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286622|278739|Nochistlán de Mejía|Nochistlán de Mejía|nochistlan-de-mejia|152|282702|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286623|278739|Ojocaliente|Ojocaliente|ojocaliente|152|282963|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286624|278739|Río Grande|Río Grande|rio-grande|152|283667|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286625|278739|Sombrerete|Sombrerete|sombrerete|152|283925|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286626|278739|Valparaíso|Valparaíso|valparaiso|152|284653|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286627|278739|Villa de Cos|Villa de Cos|villa-de-cos|152|285049|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286628|278739|Villanueva|Villanueva|villanueva|152|285630|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286629|278739|Zacatecas|Zacatecas|zacatecas|152|285805|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286630|132909|Aculco|Aculco|aculco|152|133047|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286632|187255|Peña de Bernal|Peña de Bernal|pena-de-bernal|152|188440|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286633|132909|Valle de Bravo|Valle de Bravo|valle-de-bravo|152|137268|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286634|187255|Tequisquiapan|Tequisquiapan|tequisquiapan|152|190460|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286635|150301|Tequesquitengo|Tequesquitengo|tequesquitengo|152|150993|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286636|132909|Malinalco|Malinalco|malinalco|152|134868|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286637|150301|Tepoztlán|Tepoztlán|tepoztlan|152|151467|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286638|165935|Puerto Escondido|Puerto Escondido|puerto-escondido|152|173368|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286640|165935|Chacahua|Chacahua|chacahua|152|176266|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286641|165935|San José de Manialtepec|San José de Manialtepec|san-jose-de-manialtepec|152|173957|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286642|132909|San Juan Teotihuacan|San Juan Teotihuacan|san-juan-teotihuacan|152|136451|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286643|109086|Tolantongo|Tolantongo|tolantongo|152|109877|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286644|99535|Cacahuamilpa|Cacahuamilpa|cacahuamilpa|152|105478|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286645|132909|Tenancingo de Degollado|Tenancingo de Degollado|tenancingo-de-degollado|152|136303|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286646|203611|El Fuerte|El Fuerte|el-fuerte|152|NULL|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286647|211609|San Carlos|San Carlos|san-carlos|152|217867|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286648|244709|Cempoala|Cempoala|cempoala|152|268147|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286649|78563|Xochimilco|Xochimilco|xochimilco|152|79131|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286650|114463|Villa de Corona|Villa de Corona|villa-de-corona|152|131294|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286651|194533|Xilitla|Xilitla|xilitla|152|202864|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286652|190758|Tulum|Tulum|tulum|152|193497|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286653|190758|Holbox|Holbox|holbox|152|193059|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286654|60202|Creel|Creel|creel|152|62712|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286655|79238|Mexiquillo|Mexiquillo|mexiquillo|152|84711|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286656|79238|Mapimí|Mapimí|mapimi|152|82684|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286657|179305|Cuetzalan|Cuetzalan|cuetzalan|152|180596|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286658|179305|Chautla|Chautla|chautla|152|184411|capital|NULL|NULL||
130|MX|MEXICO|Mexico|MEX|484|Mexico|286659|109086|Tasquillo|Tasquillo|tasquillo|152|112855|capital|NULL|NULL||
